Title,Rating,Voting,Duration (min),Genre
Rudra: The Beginning,9.4,38,135,Animation
Seetha Kalyana Vaibhogame,8.6,2000,146,Animation
Rooban,6.5,276,125,Animation
Sathyam,7.3,8,134,Animation
Vorovka,4.8,51,90,Animation
Death Game,5.2,14,87,Animation
Kade,6.7,16,92,Animation
Atu Nuvve Itu Nuvve,6.5,12,123,Animation
Lolipop Gang,3.6,7,90,Animation
Useful Idiots,8.3,19,92,Animation
The Deal,8.5,26,130,Animation
Re Xue Ran Shao,4.2,18,113,Animation
Opasni shmatki,5.2,31,92,Animation
Vi possiamo salvare,2.7,103,89,Animation
Seven Heroes Beat the Monster,6.8,51,89,Animation
Jiwa 8 Belas,5.0,19,86,Animation
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,6,109,Animation
Riddle of the Shadow Lotus,6.3,53,92,Animation
AK47,7.2,14,146,Animation
Battling to Survive,7.0,53,74,Animation
Guxim,7.7,34,75,Animation
Leha,2.3,42,98,Animation
Guns Blazin,7.1,9,88,Animation
The ShortCut,7.7,1800,138,Animation
SMB-plush presents trick or death,8.8,16,120,Animation
La Tamalera,8.2,9,115,Animation
Roudhra Rupaya,7.6,2000,132,Animation
Dirty Fellow,6.8,3800,119,Animation
Dheera Bhagat Roy,8.6,1100,150,Animation
Tranquility: Ghost Stories,7.6,53,88,Animation
Blood Vendetta,7.7,237,90,Animation
The Winter Prophecy,7.9,13,52,Animation
Three Old Captors,7.0,50,94,Animation
Oversteer,5.2,19,86,Animation
A Reel Heist,5.2,58,116,Animation
StarGazer: The Need of the Many,5.0,9,47,Animation
No Man Standing,8.6,11,93,Animation
Kallu Compound 1995,8.0,2000,140,Animation
Yentha Panichesav Chanti,9.5,85,135,Animation
Urban Vengeance,4.8,12,79,Animation
Travesty,6.4,5,78,Animation
Kyle and the Last Emerald 2,8.4,7,15,Animation
Krapiva: Tsvetok smerti,6.1,56,81,Animation
Best Cop Ever,4.3,49,122,Animation
Daanvi,1.7,7,117,Animation
The Mirage,8.9,10,106,Animation
War with the Evil,6.3,52,85,Animation
Passazhiry,4.5,32,80,Animation
The Domino File,4.7,7,102,Animation
Cholay,8.6,56,60,Animation
Isle: Alpha One,8.4,7,97,Animation
Out of the Shadow,6.5,6,89,Animation
"La Protegida, La Película",9.3,16,67,Animation
Pithala Maathi,7.6,843,140,Animation
Bad Ass Sista,6.9,8,80,Animation
PW V: Tears of the Fallen,8.2,11,60,Animation
Full Clip for a Snitch,3.9,18,75,Animation
S-99,8.7,2100,119,Animation
El Junior Del Patron,7.4,10,92,Animation
Xiao zi,3.5,12,101,Animation
Drunken Swordsman,6.7,50,91,Animation
Sehnsucht nach Firdaws,8.5,6,103,Animation
Los Hijos De Camelia y Emilio,6.4,29,82,Animation
Sesh Bazi,6.2,10,132,Animation
The End of Hen,9.8,10,67,Animation
Po du xing dong,6.8,5,79,Animation
Speed Fight,6.8,52,87,Animation
The Overseas Killer,6.4,52,104,Animation
The Kills,8.8,9,70,Animation
Jimmy's Friends,7.0,11,94,Animation
El Cartel De Teresa,8.0,9,96,Animation
The Vent,8.9,14,3,Animation
Kyle and the Last Emerald,5.5,18,20,Animation
Captain Superb and the Angel of Destiny,3.3,14,120,Animation
Faster: Only one lap,6.9,24,90,Animation
Mahserin Üç Delisi,5.9,16,78,Animation
Lealtad o Morir,8.2,9,87,Animation
Siete Vidas - El Levanton,9.6,5,45,Animation
Las Hermanas Del Cartel,8.2,5,91,Animation
Piri Reis: The Incredible Chart,6.9,22,138,Animation
Duelo De Capos,6.3,29,83,Animation
Luna de Hiel,5.8,21,83,Animation
Bring Back the Colour,6.4,8,47,Animation
Spider-Man: Dimension Rift,8.4,13,127,Animation
Zen Fist,7.2,8,45,Animation
Killer Lee,1.9,9,87,Animation
Mandya Haida,6.2,230,139,Animation
Action of Intelligenagency,6.7,52,85,Animation
Anger,8.8,18,83,Animation
Gadha17,8.0,11,90,Animation
Runnin' from Wolves,7.2,10,133,Animation
Bush Knife,7.0,7,90,Animation
Whispers of the Imperial City,6.8,53,90,Animation
Jefa De Jefas,8.2,9,82,Animation
Twisters,6.5,168000,122,Crime
Gladiator II,6.5,230000,148,Crime
Sonic the Hedgehog 3,6.9,59000,110,Crime
Kraven the Hunter,5.5,55000,127,Crime
Deadpool & Wolverine,7.6,492000,128,Crime
Civil War,7.0,237000,109,Crime
Dune: Part Two,8.5,625000,166,Crime
The Ministry of Ungentlemanly Warfare,6.8,135000,122,Crime
Venom: The Last Dance,6.0,117000,110,Crime
The Beekeeper,6.3,157000,105,Crime
The Count of Monte-Cristo,7.6,34000,178,Crime
Freaky Tales,7.2,1200,107,Crime
Furiosa: A Mad Max Saga,7.5,285000,148,Crime
Transformers One,7.6,51000,104,Crime
Carry-On,6.5,165000,119,Crime
Borderlands,4.7,48000,101,Crime
Fight or Flight,6.4,7100,97,Crime
The Fall Guy,6.8,221000,126,Crime
The Crow,4.7,35000,111,Crime
Road House,6.2,168000,121,Crime
Rebel Ridge,6.8,88000,131,Crime
Pushpa: The Rule - Part 2,6.1,56000,201,Crime
Madame Web,4.0,101000,116,Crime
The Lord of the Rings: The War of the Rohirrim,6.3,31000,134,Crime
Elevation,5.6,22000,91,Crime
Absolution,5.2,8100,112,Crime
Bad Boys: Ride or Die,6.5,100000,115,Crime
Red One,6.3,140000,123,Crime
Solo Leveling: ReAwakening,8.8,12000,121,Crime
Love Lies Bleeding,6.6,57000,104,Crime
Argylle,5.6,93000,139,Crime
Damsel,6.1,110000,110,Crime
William Tell,5.7,2500,133,Crime
The Union,5.4,53000,107,Crime
Godzilla x Kong: The New Empire,6.0,122000,115,Crime
Kingdom of the Planet of the Apes,6.9,152000,145,Crime
Land of Bad,6.6,51000,113,Crime
Hellboy: The Crooked Man,4.5,14000,99,Crime
Kung Fu Panda 4,6.3,68000,94,Crime
Werewolves,4.4,6600,93,Crime
Homestead,5.3,3600,112,Crime
Survive,4.5,2500,90,Crime
Monkey Man,6.8,92000,121,Crime
Aftermath,5.1,4000,97,Crime
The Killer's Game,5.8,17000,104,Crime
The Instigators,6.2,38000,101,Crime
Beverly Hills Cop: Axel F,6.4,81000,118,Crime
Lift,5.5,49000,107,Crime
Gunner,3.2,2700,106,Crime
Classified,3.7,2600,105,Crime
Blitz,6.2,16000,120,Crime
Uglies,4.7,33000,100,Crime
Maharaja,8.4,67000,141,Crime
The Killer,5.7,13000,126,Crime
Old Guy,5.2,2400,94,Crime
Drive-Away Dolls,5.4,23000,84,Crime
Attack on Titan the Movie: The Last Attack,9.2,16000,145,Crime
Thelma,7.0,23000,98,Crime
Atlas,5.6,56000,118,Crime
Azrael,5.4,11000,86,Crime
Descendants: The Rise of Red,4.7,7000,91,Crime
Arcadian,5.5,23000,92,Crime
Toofan,7.4,8100,145,Crime
Watchmen: Chapter I,7.1,6600,83,Crime
Marco,6.8,21000,145,Crime
Apocalypse Z: The Beginning of the End,6.1,20000,117,Crime
Dirty Angels,4.3,3400,104,Crime
Canary Black,5.3,12000,101,Crime
Cash Out,4.8,3000,92,Crime
Trigger Warning,4.6,19000,106,Crime
Under Paris,5.2,36000,104,Crime
Kalki 2898 AD,7.0,67000,180,Crime
Armor,3.5,4100,89,Crime
Long Gone Heroes,5.2,1100,101,Crime
Trouble,6.2,6900,98,Crime
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Crime
Jackpot!,5.8,30000,106,Crime
11 Rebels,6.3,424,155,Crime
Twilight of the Warriors: Walled In,7.0,9500,126,Crime
Brothers,5.4,13000,89,Crime
Amaran,8.1,19000,167,Crime
The Shadow Strays,6.5,9200,144,Crime
Duchess,4.6,1400,114,Crime
The Silent Hour,6.1,7500,99,Crime
The Fix,4.6,1200,98,Crime
Red Right Hand,5.5,5900,111,Crime
Weekend in Taipei,5.7,4700,100,Crime
Hitpig,5.1,945,86,Crime
Alien: Rubicon,2.4,344,86,Crime
Watchmen: Chapter II,7.0,3100,90,Crime
Hounds of War,4.5,1800,95,Crime
Harbin,6.2,664,108,Crime
Fighter,6.2,52000,166,Crime
Uprising,6.6,5600,126,Crime
No Way Up,4.6,11000,90,Crime
Boneyard,4.1,5000,96,Crime
Role Play,5.5,19000,100,Crime
Hagen,6.0,1200,139,Crime
Cloud,6.3,1200,124,Crime
Damaged,4.7,7300,97,Crime
Bangkok Dog,4.8,202,85,Crime
Megamind vs. The Doom Syndicate,2.5,5600,83,Crime
Chief of Station,4.7,4600,97,Crime
Take Cover,5.1,2500,90,Crime
Relay,7.5,108,112,Crime
The Prosecutor,6.7,2000,117,Crime
Karma,8.0,1400,167,Crime
Baby John,5.2,17000,159,Crime
The Courier,6.0,4400,101,Crime
Viduthalai Part 2,7.8,16000,170,Crime
The Thundermans Return,5.0,1800,70,Crime
Hanu Man,7.7,29000,158,Crime
Revolver,5.4,868,114,Crime
Singham Again,4.7,75000,144,Crime
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Crime
Baby Invasion,4.6,465,80,Crime
My Spy: The Eternal City,5.7,11000,112,Crime
Pusaka,5.2,133,90,Crime
The Roundup: Punishment,6.6,5300,109,Crime
Sikandar Ka Muqaddar,6.0,24000,142,Crime
River of Blood,5.2,1800,86,Crime
Levels,5.0,1500,93,Crime
Darkness of Man,4.8,3200,109,Crime
The Quiet Ones,6.3,694,110,Crime
One More Shot,5.4,3700,103,Crime
Zero,6.1,71,88,Crime
"I, the Executioner",6.4,1800,118,Crime
Jigra,6.0,24000,153,Crime
Prey,3.7,3300,86,Crime
Devara Part 1,6.0,20000,176,Crime
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,94,Crime
Badland Hunters,5.9,12000,107,Crime
The Last of Us: Immunity,5.0,20,64,Crime
My Hero Academia: You're Next,7.0,2200,110,Crime
Aavesham,7.8,28000,155,Crime
London Calling,7.5,23,109,Crime
Sunray: Fallen Soldier,4.3,641,115,Crime
Code 8: Part II,5.7,16000,100,Crime
Raqa,5.6,218,107,Crime
Striking Rescue,5.7,435,106,Crime
Ultraman: Rising,6.9,6400,117,Crime
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104,Crime
The Price of Money: A Largo Winch Adventure,5.0,1200,100,Crime
Dominique,5.3,2200,100,Crime
The Clean Up Crew,4.1,1200,95,Crime
Utopia,3.6,363,91,Crime
Officer Black Belt,6.8,8300,108,Crime
Mafia Wars,3.4,243,94,Crime
Air Force One Down,4.4,2900,84,Crime
Death Whisperer 2,6.4,1400,110,Crime
Dan Da Dan: First Encounter,8.2,2700,83,Crime
Joe Baby,7.4,32,86,Crime
The Wages of Fear,4.6,4100,104,Crime
Night Call,6.8,2000,97,Crime
Pani,6.9,3000,143,Crime
KA,7.1,1600,151,Crime
Simarik,6.5,2700,111,Crime
Anaconda,4.9,637,84,Crime
Cesium Fallout,6.4,708,136,Crime
Dark Match,5.4,956,94,Crime
Latency,4.2,2600,94,Crime
Article 370,7.8,25000,158,Crime
The Family Star,5.4,5500,159,Crime
Life After Fighting,6.4,2000,126,Crime
Kill Em All 2,4.1,1300,88,Crime
One Fast Move,5.0,2200,108,Crime
40 Acres,6.9,137,113,Crime
Rogue Elements: A Ryan Drake Story,4.7,981,44,Crime
Murder Company,3.7,1600,86,Crime
Elyas,6.1,1400,105,Crime
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,94,Crime
Bougainvillea,6.4,3200,138,Crime
200% Wolf,5.9,1300,98,Crime
Savi,6.1,35000,126,Crime
Handsome Guys,6.5,850,101,Crime
Lights Out,4.9,1800,90,Crime
Rifle Club,7.0,4300,113,Crime
Angels Fallen: Warriors of Peace,4.9,5800,103,Crime
The Greatest of All Time,5.7,22000,183,Crime
Alienoid: The Return to the Future,6.5,2600,122,Crime
Sixty Minutes,5.7,5200,88,Crime
City Hunter,6.3,5600,102,Crime
Vanvaas,6.6,1400,160,Crime
The Twisters,2.5,341,86,Crime
Panda Plan,5.1,1300,99,Crime
Escape,6.4,2000,94,Crime
Bloody Escape: Bats out of Hell,5.5,50,100,Crime
The Tiger's Apprentice,5.7,2200,84,Crime
Arena Wars,4.8,2100,96,Crime
Sorgavaasal,6.6,1400,138,Crime
Golden Kamuy,6.3,2600,127,Crime
Overlord: The Sacred Kingdom,6.9,998,135,Crime
Saripodhaa Sanivaaram,7.0,9100,166,Crime
Agent Recon,2.4,678,85,Crime
All the Lost Ones,3.7,251,106,Crime
Heart of the Hunter,4.7,2200,105,Crime
Freedom,5.9,1400,110,Crime
Khadaan,7.1,2100,137,Crime
Agni,7.2,15000,122,Crime
Paradox Effect,6.0,8600,87,Crime
Operation Blood Hunt,3.4,489,93,Crime
Wynonna Earp: Vengeance,5.6,1500,96,Crime
Everybody Loves Jenifa,8.3,88,135,Crime
The Last Kumite,4.6,2300,105,Crime
Hijack 1971,6.8,3300,100,Crime
Bade Miyan Chote Miyan,3.8,39000,163,Crime
Die Hart 2: Die Harter,4.3,5500,92,Crime
Outlaw,5.2,936,82,Crime
Sheriff,6.9,1100,133,Crime
Kahar: Kapla High Council,6.9,465,102,Crime
Kanguva,4.5,15000,152,Crime
How to Rob a Bank,6.6,4200,88,Crime
Bad Boyz,3.2,684,150,Crime
Guntur Kaaram,5.4,25000,159,Crime
Yodha,5.7,8900,130,Crime
A.R.M,7.1,8700,150,Crime
Hellhound,4.3,507,103,Crime
Tales Beyond the Galaxy,4.7,182,76,Crime
Devil's Knight,5.2,899,90,Crime
72 Hours,4.1,288,87,Crime
Nice Girls,4.2,1200,92,Crime
A Legend,4.7,913,129,Crime
Black Heat,8.5,119,93,Crime
Bonnie,7.3,37,120,Crime
Vettaiyan,7.0,39000,163,Crime
The Hangman,3.3,1000,92,Crime
Continental Split,3.6,546,88,Crime
Chandu Champion,7.8,34000,142,Crime
Mahadev Ka Gorakhpur,7.6,389,131,Crime
Fight Another Day,4.9,359,97,Crime
Wanted Man,4.8,2600,85,Crime
Ferry 2,5.6,3800,94,Crime
Ryan's World the Movie: Titan Universe Adventure,1.8,691,80,Crime
12 to Midnight,3.6,285,96,Crime
The Last Front,5.5,614,98,Crime
Bagheera,6.7,7400,158,Crime
The Lockdown,4.3,613,117,Crime
WWII: Operation Phoenix,6.2,78,106,Crime
Alien Country,4.4,364,96,Crime
Snow White and the Seven Samurai,3.2,298,88,Crime
War of the Worlds: Extinction,3.0,207,84,Crime
Raayan,6.5,11000,145,Crime
The Firefighters,5.7,202,106,Crime
Thangalaan,6.6,6600,156,Crime
Drive Back,4.6,380,94,Crime
Vedaa,6.0,4300,145,Crime
Cells at Work!,6.7,245,109,Crime
Rats!,6.6,129,85,Crime
Jacob Tyler,4.3,59,133,Crime
Dirty Money,5.6,140,100,Crime
"Love, Courage and the Battle of Bushy Run",5.0,183,113,Crime
Bionic,4.3,1700,110,Crime
Max,7.1,3400,132,Crime
The Ballad of Davy Crockett,4.6,248,96,Crime
Mura,7.3,6300,129,Crime
Auron Mein Kahan Dum Tha,6.5,41000,150,Crime
Shark Warning,3.4,280,94,Crime
Terminator: Skynet Rising,6.7,268,88,Crime
Citizen of a Kind,6.7,828,114,Crime
Escape from the 21st Century,6.5,887,98,Crime
Art of Eight Limbs,4.0,316,101,Crime
Kingdom 4: Return of the Great General,7.1,1300,145,Crime
Invasion,4.8,683,91,Crime
Get Fast,3.7,460,88,Crime
Eagle,5.9,4900,159,Crime
Mission: Cross,6.1,2600,105,Crime
Don't Mess with Grandma,6.0,156,81,Crime
GTMax,5.0,1300,100,Crime
Bhaiyya Ji,4.8,7400,150,Crime
School of Magical Animals 3,5.8,315,105,Crime
Naam,6.3,278,136,Crime
Virunnu,6.9,901,125,Crime
The Friendly,8.1,15,101,Crime
Yolo,6.9,3700,129,Crime
Operation Undead,4.6,407,110,Crime
Stuntman,6.9,174,114,Crime
5 Pounds of Pressure,6.7,16,111,Crime
Roadkill,3.7,686,90,Crime
The Bouncer,4.1,93,78,Crime
Conquer: Lahad Datu,6.6,517,120,Crime
Cassino in Ischia,4.4,242,113,Crime
Martin,2.2,36000,147,Crime
Big City Greens the Movie: Spacecation,6.2,543,83,Crime
Pimpinero: Blood and Oil,5.6,552,121,Crime
Tillu Square,6.6,3400,137,Crime
The Last Ronin,4.9,577,115,Crime
Hunting with Tigers,5.6,537,109,Crime
Six jours,6.1,104,95,Crime
Snatched,4.9,210,101,Crime
Sons of Rizk 3,6.7,1700,125,Crime
Warrior Awang and Master Tok Gajah,4.6,476,118,Crime
Nothing Even Matters,5.5,77,90,Crime
Taken from Rio Bravo,3.0,315,80,Crime
Crakk: Jeetega... Toh Jiyegaa,4.7,6500,154,Crime
No Time to Spy: A Loud House Movie,6.4,450,81,Crime
American Underdog,8.7,24,89,Crime
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.1,661,174,Crime
Ka Whawhai Tonu,7.3,179,115,Crime
Troubleshooters,6.5,418,110,Crime
I Heart Robots,4.6,2400,76,Crime
The Charisma Killers,6.2,658,101,Crime
Yudhra,5.0,13000,142,Crime
UI,6.8,5700,135,Crime
Je Jatt Vigarh Gya,5.6,825,132,Crime
Spiders on a Plane,5.1,374,78,Crime
The Moon Thieves,6.1,254,108,Crime
Deaner '89,5.9,420,90,Crime
Barroz: Guardian of Treasures,3.5,1000,155,Crime
Nu Huo 12 Xiao Shi,6.0,50,86,Crime
Non Negotiable,5.4,1200,87,Crime
Big Rage,3.6,165,115,Crime
Customs Frontline,5.4,492,115,Crime
Agents,3.3,936,82,Crime
Sasan,8.7,73,155,Crime
Razakar: The Silent Genocide of Hyderabad,7.4,5300,166,Crime
Tiger's Trigger,4.2,18,84,Crime
S.T.A.L.K.E.R.: Shadow of the Zone,5.1,471,72,Crime
Garudan,7.1,3300,133,Crime
Mongol,8.6,95,155,Crime
Ghost Killer,7.0,76,105,Crime
Checkmate,4.3,390,104,Crime
Rajakili,6.7,588,122,Crime
Crisis Negotiators,6.7,717,120,Crime
Baby Assassins: Nice Days,7.3,307,103,Crime
Lady Scorpions,3.6,369,101,Crime
The Kingdom,7.9,91,133,Crime
Mirza: Part 1 - Joker,6.8,241,165,Crime
Love You to Debt,6.2,759,135,Crime
Mr. Bachchan,3.6,5300,150,Crime
The Experts,6.1,281,121,Crime
Black Creek,7.7,10,116,Crime
Go for Broke,5.7,272,115,Crime
Babu,7.4,186,142,Crime
Eye for an Eye 2,6.6,507,90,Crime
Crosspoint,6.5,43,100,Crime
Ayalaan,6.0,4000,155,Crime
Iron Fighter,3.7,65,80,Crime
The Day Everything Changed,8.0,80,97,Crime
Lal Salaam,4.5,1300,150,Crime
Midas,4.7,340,85,Crime
Mobile Suit Gundam SEED Freedom,6.6,953,124,Crime
Paradise,6.9,78,83,Crime
Rendel: Cycle of Revenge,3.6,245,99,Crime
(Pri)sons,5.0,275,100,Crime
Breaking and Re-entering,5.8,445,109,Crime
The Plot,4.8,383,100,Crime
Baki Hanma VS Kengan Ashura,5.7,1900,62,Crime
UmroAyyar - A New Beginning,6.9,675,135,Crime
Purushothamudu,5.1,2300,120,Crime
Bidurbhai,9.2,380,148,Crime
Aserb: The Squadron,5.2,307,120,Crime
Sikaar,8.3,677,150,Crime
6 Hours Away,3.9,247,93,Crime
Kizumonogatari: Koyomi Vamp,7.0,91,144,Crime
Harom Hara,6.6,3000,154,Crime
Gandhi 3,5.5,239,143,Crime
Yuva,5.8,839,153,Crime
Appudo Ippudo Eppudo,4.7,231,120,Crime
Hit List,5.5,313,125,Crime
Road Wars: Max Fury,2.0,350,83,Crime
Ruslaan,3.3,1200,120,Crime
Malayalee from India,5.6,5000,160,Crime
Fighting the Fire,8.5,1700,115,Crime
Bangkok Breaking: Heaven and Hell,5.8,669,146,Crime
Star Abyss,3.8,251,86,Crime
Siren,6.4,2900,154,Crime
Sabari,6.5,5400,129,Crime
They Call Her Death,6.8,28,92,Crime
Bachhala Malli,8.3,3900,140,Crime
Correr para Vivir,7.0,197,97,Crime
The Heist,6.9,2000,120,Crime
Anunnakiler,2.5,453,76,Crime
First Nights at Freddy's,9.3,16,98,Crime
Hunt the Wicked,5.3,114,102,Crime
Malaikottai Vaaliban,6.0,4100,156,Crime
Bureau 749,4.0,533,123,Crime
Double Ismart,2.9,2100,156,Crime
Samandar,7.7,140,172,Crime
Operation Valentine,5.3,1400,133,Crime
The Traveller,5.2,208,134,Crime
Alangu,8.1,1200,131,Crime
The Actor,3.4,733,128,Crime
Drive,5.6,334,90,Crime
Kondal,5.4,775,147,Crime
Clownface 3,9.0,36,104,Crime
My Fathers' Daughter,6.7,74,78,Crime
The Lost Tiger,7.9,45,90,Crime
Bohurupi,8.3,1400,155,Crime
The Epidemic,5.7,72,95,Crime
The Unbreakable Bunch,7.3,27,0,Crime
12 Gaun,6.3,884,147,Crime
Fyre Rises,6.5,322,110,Crime
Bhaje Vaayu Vegam,6.1,555,136,Crime
Shark Island,3.2,115,81,Crime
Buddy,3.8,346,137,Crime
Die Chaosschwestern und Pinguin Paul,5.7,68,100,Crime
Memes & Nightmares,5.7,86,81,Crime
Zebra,7.2,3200,164,Crime
Camp Blood: Clown Shark,3.3,87,70,Crime
Jorge da Capadócia,6.4,133,119,Crime
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.9,21,90,Crime
Turbo,5.9,3600,155,Crime
Captain Miller,6.5,8600,157,Crime
Where Is Gilgamesh?,9.0,607,90,Crime
Mazhai Pidikatha Manithan,4.5,424,133,Crime
Game On,5.3,2300,140,Crime
Hitler,5.2,305,128,Crime
Por,5.1,616,154,Crime
Prepare to Die,4.6,236,93,Crime
Red vs. Blue: Restoration,5.6,137,85,Crime
Tòkunbò,3.9,296,113,Crime
Sucha Soorma,6.4,918,136,Crime
Mummy Shark,2.0,178,66,Crime
Buying Time,6.2,438,84,Crime
Ship of the Damned,2.8,298,88,Crime
Bull Shark 2,2.9,165,75,Crime
Ghosts of Red Ridge,3.3,158,81,Crime
Taklee Genesis x Worlds Collide,5.4,411,146,Crime
Bastar: The Naxal Story,6.4,3300,124,Crime
The Mick and the Trick,4.9,76,96,Crime
Mission: Chapter 1,5.9,1700,144,Crime
Ameena,6.4,19,107,Crime
Spirit Riser,6.7,33,98,Crime
Touchdown,6.8,14,78,Crime
Speed 220,6.8,1000,114,Crime
Echo 8,3.9,201,96,Crime
The Desperate Chase,5.5,60,110,Crime
The Omicron Killer,2.9,596,98,Crime
Sayen: The Huntress,4.4,255,88,Crime
Agastya - Chapter 1,6.9,597,168,Crime
Matka,4.7,586,156,Crime
Gangs of Godavari,5.0,909,165,Crime
Ame no naka no yokujô,5.9,77,132,Crime
Losing Lerato 2,9.1,34,96,Crime
Kung Fu Games,3.3,381,98,Crime
Diabel,5.1,254,108,Crime
Shu Si Yi Bo,6.7,33,91,Crime
Guy Manley: Super Spy,4.4,117,92,Crime
Ballistic,2.2,161,95,Crime
The Circuit 4: Faith Fighter,4.3,89,90,Crime
I Am What I Am 2,7.5,206,134,Crime
DNA,5.1,210,156,Crime
The Last Chainsaw Massacre,3.7,42,75,Crime
Vixen,5.3,200,88,Crime
Young Lion of the West,5.2,108,93,Crime
Sunfall,2.3,37,74,Crime
Onsen shâku,5.9,32,70,Crime
Panjab Files,8.2,20,117,Crime
Mathu Vadalara 2,7.0,1700,139,Crime
Clone Cops,6.2,209,96,Crime
Saindhav,5.1,1600,138,Crime
Blade of Fury,6.1,125,90,Crime
Jathara,7.8,1100,129,Crime
How to Make a Werewolf,5.9,139,0,Crime
Mutant,4.5,59,90,Crime
High Forces,5.7,530,119,Crime
Bonus Trip,4.6,227,113,Crime
Formed Police Unit,4.6,479,120,Crime
Sous écrous,5.3,51,111,Crime
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,33,50,Crime
The Infallibles,4.8,755,99,Crime
Dange,5.3,794,154,Crime
Transformers Prime: Galavatron's Revenge,3.4,10,104,Crime
Raju Gari Ammayi Naidu Gari Abbayi,8.2,3100,158,Crime
Kill Craft,2.4,365,99,Crime
24 Hours to D-Day,4.8,37,83,Crime
Rebel,3.1,65,100,Crime
Thundu,5.0,906,125,Crime
The Grey Men,6.4,71,97,Crime
Marni: The Story of Wewe Gombel,5.8,215,119,Crime
The Wild Blade of Strangers,6.2,113,102,Crime
Oru Anveshanathinte Thudakkam,7.1,830,181,Crime
Black Storm,6.7,65,97,Crime
Dragon Ball Z Kai,8.5,71,82,Crime
Bhairadevi,8.7,50,134,Crime
The Miranda Brothers,4.4,190,99,Crime
Ape X Mecha Ape: New World Order,2.8,135,87,Crime
Jithender Reddy,7.9,2400,136,Crime
Kali,5.1,418,96,Crime
Shekko,6.0,565,120,Crime
In Tenebras: Into the Darkness,3.3,174,90,Crime
Indrani: Epic-1 Dharam vs Karam,7.6,1100,157,Crime
Dreams,7.6,8,106,Crime
Karma,4.1,19,111,Crime
Sector 17,5.5,1300,146,Crime
Gam Gam Ganesha,5.3,310,140,Crime
Serra das Almas,5.4,14,120,Crime
Devaki Nandana Vasudeva,6.6,2700,128,Crime
Desperado,5.9,144,100,Crime
Athhoi,8.0,134,158,Crime
Kadakan,4.0,113,128,Crime
Gold Raiders,2.0,183,88,Crime
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,202,129,Crime
Bandaa Singh Chaudhary,6.2,5200,113,Crime
Texas Twister,2.5,158,88,Crime
Captain Avispa,5.8,177,96,Crime
Kamen Rider 555 20th: Paradise Regained,5.9,142,65,Crime
Death Game,6.3,24,88,Crime
Honeko Akabane's Bodyguards,5.9,41,117,Crime
Saint Young Men: Holy Men vs Demon Army,3.0,14,93,Crime
Bond of Justice: Kizuna Part I - Encounter,6.2,18,92,Crime
Hell City,9.1,27,90,Crime
Next to Us,4.8,225,125,Crime
The Vampire and the Vigilante,3.6,51,75,Crime
Rang De Basanti,8.8,145,174,Crime
Polar,4.4,29,76,Crime
Love You as the World Ends Final,6.3,38,115,Crime
The Alexandrian,3.8,254,104,Crime
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65,Crime
Hiranya,5.6,20,138,Crime
London Gangsters,4.3,11,104,Crime
SCP: The Infinite Mission,6.0,32,0,Crime
Too Little Too Late,5.5,8,66,Crime
Lisabi: The Uprising,6.1,125,107,Crime
Uninvited,6.5,78,93,Crime
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,158,100,Crime
Fuuto PI: Portrait of Kamen Rider Skull,7.5,42,82,Crime
Dark Fusion,8.5,236,90,Crime
Neon Fear,5.8,554,40,Crime
Reloaded 2,7.7,1100,45,Crime
The Evil Three,6.6,995,30,Crime
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.0,23,116,Crime
Hrashwo Deergha,8.0,82,150,Crime
The Slave and the Sorcerer,6.7,40,86,Crime
Revenge,1.7,42,127,Crime
Gone with the Dead,4.4,47,96,Crime
Anchakkallakokkan,6.6,1000,126,Crime
Megdan: Between Water and Fire,5.4,724,106,Crime
Chasing Raine,2.3,187,101,Crime
Pottel,8.2,2700,148,Crime
Marine Drive,9.5,50,105,Crime
Exorcism Chronicles: The Beginning,7.1,100,85,Crime
Weapon,5.4,5500,120,Crime
Tariq,6.2,18,122,Crime
Sentimentaaal,5.3,977,135,Crime
What Happens in Miami,4.3,220,90,Crime
Mechanic Rocky,6.5,3400,156,Crime
Dünya Mali: Eksi Bir,7.2,17,133,Crime
Saala,5.7,1100,130,Crime
Viswam,4.2,646,155,Crime
Deadzone,4.1,35,80,Crime
Stranded Pearl,6.0,27,90,Crime
Bhimaa,5.1,1200,141,Crime
Bloodline,9.2,49,80,Crime
Pranaya Godari,7.8,2400,148,Crime
Witch Hunter,5.3,24,80,Crime
Sacrum Vindictae II,4.5,13,114,Crime
Permafrost,5.7,115,80,Crime
South Side Hero,5.4,37,92,Crime
Yakuza Girl,2.3,66,82,Crime
